"mz","rt","SPC.15V.1","SPC.30V.1","SPC.45V.1","mzinmgf","rtinmgf","mz_ms2","int_ms2","CE"
282.2786018,795.102,43934.493,35660.72175,29333.03078,282.27874,794,252.2715,789,15
295.2249166,798.402,78031.91189,71795.22,54516.63117,295.22686,798,277.2166,10910,15
492.3062457,787.782,268568.1125,77690.53062,92883.63431,492.30789,797,184.0732,1630,30
277.215376,798.402,51066.52363,52446.56572,49367.25131,277.21564,797,214.0897,2024,15
313.2370044,797.9885,29768.55817,28134.945,25965.35783,313.23721,797,295.2278,11040,15
335.2172091,798.396,107866.2878,83808.92542,99872.89387,335.21888,797,277.2148,1005,15
374.2897601,797.581,49797.48226,52746.663,46417.98778,374.29017,799,357.2776,4107,15
410.3255093,799.232,52222.38667,48743.72239,42762.71683,410.3251,799,357.2779,12289,15
382.2704906,801.712,66850.80389,54817.48779,51072.5001,382.27049,801,284.2919,3792,15
373.3125747,803.361,70498.89111,67561.25843,75167.66308,373.31377,801,313.2388,1005,15
372.3046517,803.361,61348.14379,69168.74048,61729.13184,372.31062,801,85.0306,21649,30
510.3358859,809.061,53499.47639,50377.42072,39335.70978,510.33368,802,494.3262,4735,15
518.3166641,808.275,143587.3787,247450.0673,99664.302,518.32401,807,184.0736,126321,30
476.2799743,815.591,120909.3664,94242.4435,90708.70757,476.27631,805,458.267,1078,15
534.3132052,805.002,33963.777,65801.2895,52617.8445,534.31596,805,512.3351,6699,15
434.3249048,806.632,23180.51167,19804.51659,14306.70769,434.3243,805,416.3172,4920,15
332.2606819,807.452,38309.93633,33155.06231,28001.08667,332.26226,807,315.2364,14117,15
247.1747088,815.591,58216.20533,49090.67178,25560.2165,247.16814,815,148.0891,4762,30
302.3049852,814.771,41915.252,30106.47612,28424.88738,302.30377,814,284.2966,8411,15
452.2764441,816.401,168296.2928,21730.5962,61987.786,452.27627,816,434.2687,9480,15
477.281621,805.005,50690.21681,60578.71977,58425.27971,477.28088,815,452.2821,1262,15
564.3036652,817.221,115000.3563,92183.37333,85060.61269,564.30446,816,542.3234,11838,15
304.3014806,818.0355,64114.64386,56427.27438,35754.75324,304.29776,816,212.2365,4549,30
494.3196042,820.5,1116489.677,1574978.79,659444.1104,494.32275,819,184.0729,254302,30
532.2888693,820.504,236106.7231,176938.9159,190593.6502,532.2794,819,518.3242,3039,15
578.274489,820.501,73036.49357,42612.87778,43323.78368,578.27446,819,544.3234,1401,15
257.2250231,819.681,24927.5316,23518.24614,25892.95625,257.22616,819,161.1343,1781,15
482.3158009,831.86,451315.2663,60974.53418,146567.5246,482.32409,832,184.0734,222953,30
493.769617,820.501,26893.189,21374.66705,28950.1059,493.77807,817,184.0735,6033,30
415.3209958,827.811,50665.73325,43848.06617,32502.95432,415.32035,827,397.3124,2480,15
167.0322559,832.689,25883.572,35273.3625,23555.38422,167.03297,832,149.0245,31985,15
398.3234616,834.31,190815.7889,131048.1779,166167.644,398.32676,832,85.0308,9576,30
150.0263713,832.6845,21517.94353,16724.49989,24613.27539,150.02686,831,122.0361,839,15
464.3135229,831.869,38527.12588,32987.7252,27167.38433,464.31168,832,398.3336,2344,15
149.0228008,832.689,26237.93421,120161.737,63457.99661,149.02286,832,65.0436,5366,30
232.1765631,834.3095,23082.60706,13868.1,11356.5121,232.1772,833,162.0997,2954,15
231.1742471,834.31,94280.65612,32363.90714,20552.56871,231.17447,834,161.0972,23859,15
261.1846303,834.31,59667.65694,38583.25941,43186.06988,261.18461,834,231.1754,52275,15
542.3201728,838.39,143597.9429,131269.419,157606.8805,542.32319,837,520.3389,18328,15
543.3247873,838.369,136238.9576,145145.703,33279.03796,543.32502,837,484.2563,2359,30
468.3446926,852.248,70431.01911,64204.29167,48354.20317,468.34104,841,330.3382,2046,15
330.3330532,843.269,191784.3859,74282.57067,77772.54571,330.33656,842,312.3241,8680,30
526.3017177,849.812,30318.68,32190.76437,21283.85471,526.29304,846,385.2742,21901,30
235.1689759,846.529,40489.21211,7661.114545,25262.04887,235.16993,845,179.1052,2949,30
374.3623657,848.159,57029.6175,46611.54236,15298.88033,374.36313,849,312.3286,3679,30
544.331164,847.373,354118.58,416831.7922,435772.634,544.33991,847,184.0733,249866,30
239.1633327,848.969,40187.525,49723.437,47143.80864,239.16404,849,179.1442,19251,15
955.5779321,850.609,234295.2382,19247.65923,144962.4195,955.57733,850,478.2863,9577,30
496.3342933,858.822,200335.2035,63084.40205,331746.7888,496.33908,857,184.0731,282281,45
534.2106945,850.609,13478.96,11483.07833,7955.194,534.20755,851,184.0753,1734,15
520.3343878,854.722,1371667.889,497065.2632,114411.2035,520.33901,853,184.0739,275853,45
1061.656463,853.8905,63036.07976,53910.1206,64317.0444,1061.65518,853,1039.6705,18906,15
521.333758,854.699,21190.176,1216702.295,96647.67295,521.34311,854,184.0729,329451,30
791.9871566,854.2935,26764.39933,18713.15008,19159.14254,791.98216,854,520.3441,1044.6475,15
1015.675514,857.182,868726.4832,142517.4634,203482.18,1015.67098,856,520.3405,27363,45
518.702938,854.699,29662.79723,33924.25263,27362.47292,518.70295,856,459.2484,3430,15
291.2525491,858.809,81823.3985,65325.13459,72556.88558,291.25372,857,151.0976,2683,15
1021.619704,858.818,142310.6177,150295.3474,118075.0029,1021.62386,858,496.3425,7833,30
431.313125,857.182,29254.99262,40127.85794,169474.7505,431.31654,857,395.2902,3461,30
522.794367,868.2765,230115.888,188345.9457,67516.532,522.79555,858,184.0723,2749,15
579.2933659,863.768,147035.534,150070.0453,144203.766,579.29477,860,544.3406,15041,15
1045.617798,860.459,85889.179,88703.01053,70851.89418,1045.625,860,544.3467,758,15
1087.682088,862.122,577513.7573,277419.1505,266388.3327,1087.67379,861,544.3382,67255,45
424.3336271,863.762,146184.7058,148104.3354,184547.3559,424.34249,862,85.0307,16641,45
597.3028596,863.3595,117153.227,112447.0796,106391.8186,597.30252,861,579.2821,1703,15
1111.673017,862.942,134721.306,207316.4936,387860.4336,1111.67143,862,544.3427,12288,45
335.2781076,867.048,110171.7434,90479.1,64749.99962,335.27831,866,195.1241,10834,15
643.2541453,862.938,91571.12807,97083.69039,84372.03505,643.25509,862,570.3431,1012,15
1070.630457,861.278,48102.40993,46972.50256,42844.48778,1070.63006,862,544.3506,1554,15
570.797856,862.942,65670.27791,80176.18988,45195.89073,570.7952,863,544.3394,15950,15
1088.675231,862.122,153325.4607,569549.7918,326086.6908,1088.67391,860,544.338,116188,45
508.3361482,864.582,428386.7392,654482.4998,293742.1678,508.34009,864,184.0739,60561,30
267.1713816,865.408,21006.15,15720.49375,12430.65962,267.17419,865,98.9855,6651,30
590.319814,864.582,63956.53333,76022.0015,83461.43813,590.32059,865,568.3369,4188,15
396.3305934,870.337,262887.6882,139849.6142,213439.1091,396.332,871,379.3039,71499,15
603.291447,870.3195,232649.7444,171188.6674,73632.31365,603.29198,869,361.2697,1670,15
604.2940309,869.508,182184.9022,161653.7582,128952.007,604.29136,867,542.34,1006,15
118.0866423,868.2715,48618.44442,70018.96448,52275.951,118.08673,871,58.0689,4247,30
379.3034025,871.131,78569.44458,54186.95372,128890.9067,379.30289,870,239.149,4568,15
498.3397804,876.901,42562.20611,55103.43289,88203.16221,498.34554,870,184.0744,2247,45
595.2545301,872.7875,66830.5925,64502.095,75695.13813,595.2552,870,570.3685,1351,15
454.2918204,872.7745,91032.31867,155437.6535,109687.7967,454.2932,872,313.2743,99490,30
499.343499,876.901,37128.89128,112001.6833,221418.1764,499.3471,878,184.0742,11813,15
518.319439,879.391,173912.3494,337700.5314,150052.3364,518.32252,881,459.2477,19817,30
553.2132908,871.968,33944.635,32086.59143,29123.01333,553.20947,872,507.2159,1567,15
949.6184124,873.601,141075.624,116693.6429,122475.1683,949.62356,874,496.3418,11731,15
528.4098294,880.2385,590149.624,471021.2067,298114.465,528.40988,880,510.2976,6031,15
995.681653,876.917,171458.289,167991.6141,137589.7562,995.68667,875,496.3386,31023,45
495.7833913,876.901,99104.9958,66244.888,26610.8076,495.78168,877,184.0735,67408,30
572.4314282,881.057,377168.5872,442921.4523,371271.2931,572.43682,879,133.0892,1699,30
496.73391,876.901,32384.45443,11610.12952,16473.67774,496.73299,878,184.0735,224458,15
616.46083,881.057,497679.259,337856.5265,331893.072,616.46256,880,599.4379,4691,30
400.3454196,884.377,137161.2349,45366.35385,70263.3402,400.34275,882,85.0306,54575,30
570.3500449,885.207,155749.3377,94818.62492,372866.2429,570.3565,884,184.0738,86436,30
652.4130488,882.736,28585.40286,20458.30885,33626.18238,652.41017,882,570.3524,3264,15
404.3648937,884.377,51360.66476,74507.68357,77090.4984,404.36487,883,85.0298,14790,30
792.5652984,882.717,127495.1467,217039.9561,408957.653,792.56852,883,570.3593,7843,15
880.6181212,883.547,115815.1804,179189.2701,167537.9672,880.62048,884,647.4478,2344,15
616.9179505,884.386,13756.875,17928.075,21212.06067,616.9178,884,133.0852,2746,30
507.3625086,884.36,52867.21341,59046.46706,47603.40606,507.36367,886,339.2929,1175,15
621.2802663,889.7165,79072.43744,86559.5727,76192.45816,621.27055,887,570.3444,1207,15
504.3105992,887.676,177698.6738,705341.1519,316900.0308,504.31076,896,482.3608,13988,15
544.630629,891.75,56437.75331,55850.78012,41063.957,544.63285,899,485.2674,12835,30
417.3359818,890.946,43804.42994,35788.578,34679.04,417.33544,892,399.3274,1150,15
441.325963,882.7,51181.94571,40021.35182,47802.795,441.31777,893,424.3326,800.6819,15
259.1895509,895.866,26421.92937,26595.7072,32895.46847,259.18948,894,185.117,7683,15
286.236455,895.863,35831.67915,24068.09257,24916.13413,286.23708,895,76.043,2777,15
438.2942637,901.606,205673.0878,149333.7616,9125.125353,438.29865,901,266.2836,36392,30
481.3121473,901.599,423744.2873,191216.8229,315631.8743,481.3135,902,463.3015,16498,15
280.65579,906.546,60941.64363,77318.0052,41313.55612,280.65421,916,149.0262,32689,15
1066.689202,906.545,91865.55278,50135.51306,61802.93182,1066.6886,903,1043.7325,1613,15
426.3505657,910.629,75807.59239,64994.27724,53846.66187,426.35802,910,85.0308,44488,30
261.2417567,910.644,32317.67233,32985.918,19823.04758,261.24186,911,217.0513,2142,15
511.3570946,920.484,87190.08488,218690.703,299110.5394,511.35882,919,184.0737,97980,45
1043.693008,906.545,1104259.301,1680072.726,808007.5,1043.70188,907,522.3549,82819,45
510.3498412,920.484,221948.3018,970759.2859,1453867.926,510.35645,920,184.0732,164716,30
544.3351168,914.744,198048.5918,838156.392,390294.4598,544.3375,911,522.3554,19865,15
207.0906058,913.909,18828.02,10161.30669,9494.828,207.09079,911,151.0272,4104,15
301.1459989,913.105,72803.7,151192.4269,54921.87356,301.14117,912,149.0241,6496,15
317.1139215,913.104,60812.84,49149.73394,39816.55136,317.11374,912,301.1366,2441,15
480.3108507,903.2425,3156032.18,3013767.32,2800882.665,480.30878,900,339.289,15299,30
532.3334776,920.484,111343.5359,96083.89247,156901.1043,532.33864,920,473.2625,12045,30
322.2943383,914.744,41772.06972,39484.64,41484.10388,322.29621,915,305.2694,36935,15
206.0917817,913.924,52502.68267,38582.15906,89310.30726,206.0892,914,150.0273,38171,15
280.1630808,913.1045,89702.26,166204.9715,195615.6636,280.16225,914,149.0236,144666,15
305.2637583,914.744,70310.08,107465.1084,87136.398,305.26856,914,151.0967,7254,15
424.0816923,913.104,26656.56,19492.00643,18656.94153,424.07941,914,278.0225,898,15
572.3603223,913.089,195283,72973.61756,174278.5356,572.36985,915,522.3564,17681.0234,15
1032.706012,918.844,78259.87658,189251.08,125662.5448,1032.70676,909,510.3494,4269,45
468.30739,916.385,100107.8372,90305.04141,68073.42767,468.30837,916,327.289,3124,30
626.4538064,905.726,126989.6082,104222.4684,88636.595,626.45801,916,580.2625,1125,15
366.3210947,918.844,68194.42155,72679.31479,55582.59221,366.32152,918,349.2955,36304,15
399.250746,919.664,66201.73058,60968.09269,48042.75971,399.25139,919,299.1609,3221,15
512.3568195,920.484,92363.46189,452619.1727,87340.56547,512.36161,919,184.0735,18083,30
393.3192375,920.484,20190.50743,16720.24047,17666.54437,393.31637,920,358.3657,4962,15
533.3395319,920.484,82328.16183,68320.77859,70397.79639,533.34242,920,184.0745,2658,45
306.2721969,914.7365,21990.16847,9994.98,20823.38337,306.27454,921,149.0227,2670,15
599.3188221,920.485,119034.9912,19108.65241,10022.916,599.31885,923,581.2972,1644,15
333.2422064,923.758,66168.95625,57269.63229,64706.71059,333.24325,923,247.1701,25067,30
435.2505613,934.397,259856.64,251637.2198,207859.9829,435.25046,931,417.2427,5866,15
574.3712399,928.674,137453.0741,121048.365,103044.7079,574.38005,925,508.3744,10652,15
530.3214196,925.394,204364.3965,171811.9204,141804.0126,530.32355,925,389.3061,6276,30
417.2388271,934.397,484224.9858,349921.5083,290980.4235,417.23975,932,263.2352,4816,15
436.255079,934.0005,61413.08059,42913.60565,32089.20432,436.25308,932,417.2418,970,15
270.3120788,932.757,96245.40911,11835.97714,40846.374,270.31554,932,57.074,13940,30
337.2732833,933.604,125564.4088,79495.13113,119337.5924,337.27417,932,270.317,7256,15
452.31487,932.773,72793.54557,45829.64761,90069.64688,452.30883,933,417.2405,3550,15
361.2225984,936.877,56589.91479,55357.83792,63117.2088,361.22248,936,185.0809,9120,15
422.2748792,936.084,35552.61227,29879.95832,18978.625,422.27639,936,62.0638,761,15
459.2493899,938.9635,213447.3374,343354.158,213490.8118,459.25061,936,287.239,1040,30
205.0837799,951.732,300595.4817,499544.3358,84865.14343,205.08561,943,149.0244,29277,15
149.0225569,953.3925,272703.0132,99505.88791,130512.2226,149.02347,954,65.042,12748,30
341.3051276,942.697,47605.87824,46479.84483,31047.65085,341.30451,943,149.0245,994,15
536.3691899,945.993,372025.5639,240711.9828,337074.1998,536.37138,943,184.0725,14685,30
590.3796529,945.173,99970.63703,102061.6506,71877.48726,590.38279,943,184.0736,1954,45
562.325431,945.993,100951.2436,148180.2928,155210.5471,562.32628,943,503.2395,1572,30
458.3494287,955.0675,356185.4213,320036.6099,232834.8619,458.34737,953,441.32,11711,15
414.3198361,954.223,219776.1218,238420.4303,160554.4718,414.32185,953,397.2965,25842,15
370.293836,951.733,196769.7882,184061.2912,167068.206,370.29545,950,227.1284,37253,15
546.4039029,955.903,237978.4016,229608.13,190746.4206,546.39998,953,529.3768,3881,15
254.248003,950.912,18648.35657,14985.224,12305.59167,254.24849,951,219.2073,1113,15
415.3252443,954.223,49026.77589,110113.9614,92586.23596,415.32459,953,398.2994,7028,15
459.3501963,955.876,138591.182,134372.0456,116653.2386,459.35047,951,441.3259,1512,15
214.082061,950.092,1064782.643,261689.064,822012.7379,214.08977,955,158.0274,116147,15
397.2943281,954.223,132687.2939,187771.7236,158045.447,397.29544,955,271.1539,3603,15
371.2986532,952.562,99793.86743,84443.75948,73293.74513,371.29845,953,228.1338,5117,15
590.422185,955.876,308299.8897,306474.2339,254407.3883,590.42571,955,546.3817,1279,15
503.3770131,955.903,126837.2725,127440.5962,106438.1313,503.3773,954,485.3354,1297,15
547.4059873,955.903,133868.4296,134398.274,115046.108,547.40245,956,524.3764,4472,15
502.3691699,955.876,210405.8227,254913.355,252853.0178,502.37357,955,485.3524,2076,15
722.5053957,954.232,218903.7285,210818.696,244435.9567,722.50405,955,590.4259,833,15
324.2888215,955.903,29068.41592,23582.04144,18561.29,324.28853,956,62.0639,1011,15
449.2671969,958.432,26256.15284,25380.43667,15982.66732,449.26667,958,169.0275,1255,15
482.3215867,959.252,91966.14389,153913.151,1622697.534,482.32529,959,341.3047,129559,30
525.4036859,963.391,208849.061,1390130.615,6400377.66,525.40962,961,184.0748,112811,15
1005.685943,960.892,131093.8866,113747.1336,74582.00894,1005.69137,962,524.3665,2618,30
552.3339122,964.212,92021.76283,86006.95465,83273.66829,552.33361,966,506.3593,1800,30
523.7220158,963.372,75283.80985,89874.5799,99117.0279,523.725,963,184.0739,5411,30
1051.745007,963.372,72691.3275,91231.62987,91636.7854,1051.75064,962,524.3686,11980,30
1067.212925,963.372,59007.0918,60926.71846,62209.30747,1067.21512,964,1050.746,2849,15
547.3548318,963.764,208172.878,141389.4597,75212.539,547.35465,961,184.0737,5655,45
1069.721099,963.336,72566.02781,82457.75811,77990.7635,1069.71438,967,1047.7427,755,15
393.2393875,970.7865,97152.72389,82785.48326,85556.79939,393.23929,967,155.0107,1516,15
231.173812,969.075,39250.53613,39490.51922,24775.821,231.17355,968,161.0965,9370,15
261.1849575,969.142,22922.95744,27011.37413,22006.19204,261.18478,968,231.1745,23325,15
465.169895,970.782,72675.85922,61651.45743,61828.7904,465.16899,968,424.1372,1415,15
520.338989,958.396,25094.61538,18740.17693,15086.39525,520.34109,967,184.0731,1478,30
319.2828151,969.142,43634.90389,57750.50625,42426.96228,319.28428,969,151.0976,4372,15
140.9969728,970.791,289858.4184,131855.625,289497.139,141.00052,976,77.0412,5320,15
424.3658326,972.4265,120377.0988,116792.7921,96668.77832,424.36427,973,407.3408,10526,15
468.3950901,973.251,117620.0321,118271.0016,86534.12384,468.39011,973,451.3755,1133,15
496.339507,970.705,468061.2301,349542.4808,420960.8737,496.34152,971,184.0741,6235,30
512.4118071,984.11,133450.981,120630.4753,97389.97722,512.41723,973,495.394,2615,15
454.3846805,977.421,168255.564,143805.0223,106776.6397,454.38965,977,85.0308,1506,45
281.2475528,976.538,33759.95612,27678.23752,15316.76667,281.24794,977,263.2348,799,15
336.3236736,978.29,63209.62153,62039.70611,52200.92535,336.32669,977,319.2976,4300,15
300.2888827,980.791,72193.24211,81734.38743,67303.90532,300.28974,980,62.0635,4723,30
468.3442881,981.534,72115.488,125672.0731,85331.0245,468.33657,987,296.3248,1113,30
323.2363656,988.221,106479.9683,89619.16473,64084.84113,323.23501,990,98.9864,6363,15
329.2685884,984.11,50804.99667,40919.17333,37847.77217,329.26963,983,237.2211,7163,15
583.3234406,986.504,248550.5923,208978.5094,177335.2855,583.3234,983,341.304,937,30
550.3789895,986.504,355274.1491,201300.6046,331026.5035,550.38765,986,184.0733,86555,30
466.3271982,988.21,20317.81105,239055.7195,288092.8054,466.32956,988,294.3167,28309,30
488.3107025,988.2155,31641.42853,30476.6345,45837.995,488.31409,988,466.3249,2671,15
280.2677379,988.221,50614.41131,37246.141,25883.47739,280.2639,989,150.0272,5454,15
289.2748803,995.7,99521.13094,129913.9278,75600.08733,289.27428,996,107.0719,2971,15
350.3261679,997.38,209954.633,273403.0133,224337.152,350.32729,998,333.2991,56676,15
376.3181085,994.809,16844.55532,18457.813,33408.99189,376.31776,992,333.288,995,15
351.3291934,997.38,49366.92522,60495.66833,38270.3843,351.33105,999,334.3029,12625,15
333.2986998,997.38,416057.8263,234834.985,347247.68,333.30023,997,151.096,7926,15
355.224652,996.479,72864.76672,75746.94167,64588.992,355.22801,996,191.1069,7830,30
377.3251218,1000.62,310175.76,388755.1938,367340.4287,377.32623,1001,195.123,3030,15
395.3560953,999.799,74809.96675,110057.2284,72978.22575,395.35635,1000,378.3329,8802,15
438.3777056,1001.45,216300.051,293264.3692,217130.0306,438.37941,1002,421.3518,5194,15
373.2363246,1013.94,121861.6667,113527.0011,78098.53833,373.23708,1013,177.1284,12886,45
298.3478343,1004.77,63697.50063,77533.29918,35253.78467,298.34702,1004,57.0732,2199,30
387.3091455,1007.46,32994.69158,30843.54921,15954.98824,387.30937,1004,298.3407,1304,15
538.3794747,1005.6,224014.4765,299624.0625,504306.8309,538.3873,1005,184.0743,71974,30
369.1592421,1011.41,20987.31158,12978.87941,12072.45,369.16016,1011,328.1561,2968,15
403.2320593,1014.77,121604.5137,106003.964,171920.2721,403.23423,1015,329.161,13074,15
352.3202586,1016.47,115827.025,33628.986,199821.348,352.32139,1016,335.2957,21808,15
361.2222844,1014.98,33509.93684,20873.00632,17153.85455,361.22309,1014,185.0826,2753,15
326.3042627,1013.9,57997.80762,56075.3581,44047.29571,326.30523,1015,256.2646,2082,15
263.235057,1018.16,77290.68111,26703.10824,63748.49,263.23696,1018,245.2292,8821,15
337.2729938,1018.09,94575.97111,97420.96471,89717.875,337.27425,1018,312.3628,1379,15
374.3029081,1016.45,50297.895,56217.105,52508.784,374.3042,1016,352.3247,1881,15
383.3299368,1017.29,21734.70526,23238.6,15353.68889,383.33113,1018,365.3247,899,15
651.4420481,1018.965,89980.05211,139594.9695,113305.3974,651.44374,1017,184.0711,1257,15
355.2917581,1018.255,59840.66824,106220.1111,139556.3682,355.28457,1018,263.2369,32916,15
408.194441,1017.5,24365.94529,16962.91538,12020.46154,408.19599,1018,335.1653,3217,15
650.4379379,1018.92,284630.8795,165967.28,259252.2711,650.43973,1018,184.073,12412,30
482.4054557,1019.945,204468.12,170320.8897,166274.4619,482.40526,1019,465.3696,1153,15
279.2269952,1022.39,48817.33333,76673.60556,45098.84706,279.23187,1023,149.0244,75416,15
379.2837858,1020.6,46591.41333,81018.21111,28820.91962,379.28452,1021,287.2361,3099,15
610.3678386,1022.39,29794.10588,21341.155,17622.72,610.36814,1022,332.1469,1171,15
303.2319128,1024.09,59832.94722,49548.85333,42414.34588,303.2319,1024,285.2224,2429,15
335.1491606,1021.55,21531.37647,15530.81765,8754.584286,335.15321,1031,279.2359,1240,15
552.4028816,1030.94,128364.55,109010.3929,98845.122,552.40349,1031,184.0739,9550,30
407.2786296,1032.56,33436.21895,24156.142,10947.46947,407.2787,1032,149.0217,2063,45
386.3991757,1034.34,34016.30842,85050.29947,85757.58947,386.40034,1035,368.3889,3647,30
398.2321752,1035.16,21857.62222,36574.12842,26064.54,398.23162,1035,149.0258,3200,30
269.2250527,1042.7,145864.6,372798.0939,126677.8022,269.22644,1041,213.1642,12913,15
255.228622,1042.69,31758.19333,85880.48667,22520.60038,255.23131,1043,237.2231,19151,15
286.228321,1041.84,52729.34722,35282.32941,30763.00889,286.2293,1043,255.2109,11248,15
311.1521488,1043.12,18373.2,12375.53474,12394.24286,311.15114,1042,170.9946,898,30
352.1780783,1043.505,25729.64722,25332.04737,23920.79407,352.17681,1042,311.1497,10889,15
405.2991108,1040.555,53020.31389,70206.93063,25101.59111,405.30091,1041,313.2542,1364,30
562.3683346,1042.69,88566.74167,80728.29333,72427.74222,562.3683,1042,308.1427,1342,30
485.2872968,1045.21,204696.6526,127103.89,75644.11611,485.29031,1045,133.1015,11272,30
502.3140306,1045.21,186752.6611,115741.9567,139566.685,502.31583,1044,485.2896,27770,15
507.272695,1045.21,63092.49947,66199.95529,49695.57647,507.27053,1046,485.3033,882,15
546.3432299,1045.21,141232.8289,56190.6,110010.23,546.34197,1046,485.287,1148,15
282.2784185,1048.59,55152.96882,98535.4476,84777,282.27932,1047,265.2522,22819,15
239.2368099,1048.54,31793.20421,27078.06235,24561.82778,239.23663,1047,95.0896,1015.6819,15
313.2730254,1048.49,234893.5783,70054.77222,61516.56111,313.27414,1047,282.2818,4373,15
331.2833355,1048.54,156724.3858,115505.7722,124242.8,331.28431,1047,313.2735,155553,15
415.2360902,1048.54,62980.99105,54279.46667,52438.10556,415.23777,1047,295.1943,6993,30
283.2818756,1048.59,72183.76765,101839.2276,58882.32,283.28218,1048,266.257,4984,15
574.3825628,1047.71,80838.71,80346.705,69720,574.38354,1048,552.4047,2954,15
177.1290525,1051.06,70386.365,38595.43333,44385.08,177.12696,1051,137.0984,3017,15
283.1054915,1057.77,132418.8915,117353.466,109389.6455,283.10776,1056,241.1013,10107,15
301.1180146,1057.78,26612.019,12349.89947,27762.95364,301.11825,1056,283.1076,2636,15
315.1330809,1055.23,118563.12,112982.7873,88941.65727,315.13379,1054,297.1248,8058,15
356.1242404,1058.185,37322.61,35534.6055,25667.89158,356.12242,1056,283.1129,4040,15
299.1468911,1057.77,142871.8653,450426.82,316794.848,299.13935,1057,211.1237,15799,45
317.1489656,1057.77,56876.18105,62343.2995,64152.7195,317.14967,1059,299.1393,63128,15
336.3254884,1070.22,169712.9195,145626.8321,118782.39,336.32618,1070,319.3008,10304,15
354.3350657,1070.22,268078.746,128183.8892,47578.09375,354.33649,1070,336.3265,17454,15
329.2422189,1067.63,181385.4918,63824.82353,141861.3348,329.24784,1067,311.2364,5530,15
265.2516268,1076.14,81142.21556,123186,61793.91111,265.25238,1076,247.2435,7537,15
410.2104113,1077.79,28315.68235,22895.99529,25975.64471,410.2104,1077,336.1721,4399,15
140.9971051,1065.11,171451.8295,303987.005,93055.98909,141.00041,1066,77.0417,5865,15
326.3702596,1070.22,137243.8532,97211.77474,149184.75,326.37862,1069,57.074,10533,30
452.3931928,1071.05,76060.09429,82883.1875,78347.643,452.39433,1070,435.3647,4422,15
367.1932252,1067.71,18779.04,19308.63684,17667.425,367.19494,1068,326.3788,8522,15
337.3293027,1070.22,44530.32208,38171.12526,38421.37955,337.32841,1071,170.9952,2124,30
496.4204577,1070.16,65570.04167,70845.98316,74148.53222,496.42152,1069,479.4003,1931,15
538.4197772,1069.38,256861.6768,127705.9389,249451.0239,538.42341,1069,104.1078,9626,30
560.4033599,1071.05,80110.8,78948.76947,68120.42368,560.40497,1069,538.4241,4277,15
347.3155781,1070.22,51762.99632,53942.22778,36352.40526,347.31487,1070,151.0974,1513,15
364.3420766,1070.22,31462.58,27960.71056,19397.82,364.34216,1070,347.3148,11763,15
392.292355,1070.22,44997.41458,41876.41905,30607.3024,392.29201,1070,376.3242,1949,15
679.7059492,1070.22,45954.62308,43561.96615,24894.14,679.70562,1070,538.4282,1985,15
263.2352823,1074.44,97515.535,28733.98667,156981.9095,263.23669,1075,245.2275,25226,15
281.2461267,1074.44,78307.84,17691.32778,69401.25526,281.24739,1073,263.2376,75849,15
614.4030151,1073.58,120588.7184,83187.57778,103319.4739,614.40037,1073,334.1575,2640,30
337.1655425,1074.44,95443.595,81759.78889,81521.88941,337.1668,1073,170.9967,3855,30
376.3180202,1070.22,147818.0346,59090.48889,113182.321,376.31845,1072,335.1664,968,15
619.4761683,1076.14,250631.487,232199.892,183350.7515,619.48189,1074,184.0748,8711,30
305.2467407,1073.58,312942.0553,54820.55,148242.8972,305.24765,1073,287.2378,15380,15
494.3603838,1072.74,122663.4694,101655.7167,87736.64556,494.36061,1072,322.3458,2149,45
282.2498468,1074.44,65621.855,62810.96667,50472.48684,282.25018,1074,264.2424,23444,15
328.3221634,1076.14,92677.74389,44034.39529,84220.97474,328.32155,1074,62.063,6173,30
339.2887367,1076.14,118319.5889,143017.8994,179176.0153,339.28916,1077,265.2538,3738,15
363.3730317,1075.3,36852.74526,35278.32,23321.86667,363.3732,1074,339.2881,2097,15
329.3247592,1076.16,47789.71389,42424.68278,42863.9652,329.32449,1076,263.2379,2094,15
661.4943038,1076.14,48694.01444,40708.01889,31884.53333,661.49628,1078,619.4646,796,15
270.2784665,1079.5,51932.14609,38829.59667,45250.07333,270.27886,1079,158.1549,1844,15
334.1587118,1073.615,29646.85063,25372.18267,19510.30059,334.1595,1082,149.0233,861,15
479.491331,1084.54,109271.5565,101709.6789,94882.56667,479.49216,1083,340.3959,1147,15
303.2295712,1088.73,119322.3537,160246.8,30289.02556,303.23187,1088,247.1692,142831,30
484.436302,1087.88,61239.53778,58249.8,45295.39667,484.43657,1087,85.0306,1520.3082,45
331.2602062,1092.88,98517.475,85653.93316,88177.32,331.26305,1092,313.2526,1511,15
370.4038586,1092.08,79369.51944,71926.46526,64584.33722,370.40483,1093,352.3938,2172,30
414.4281176,1096.25,170742.4356,136215.6895,136567.0056,414.43135,1096,396.4231,8868,30
645.4875261,1096.22,149312.9422,180160.7272,152675.6215,645.49555,1094,184.0735,7659,30
351.2627114,1105.53,112056.7125,92036.61316,80143.708,351.26592,1105,155.0481,9594,15
431.3835666,1109.275,57314.40167,61897.81389,43709.225,431.38457,1101,244.1863,1124,15
368.4236831,1103.01,128315.8372,101537.613,109561.32,368.42575,1102,60.0838,1203,45
408.311707,1102.16,51098.31611,75712.04444,63188.64545,408.3077,1103,221.1758,8974,15
