mz,tr,SPC.15V.1,SPC.30V.1,SPC.45V.1
401.9178643,62.397,25320.69335,20129.62753,22297.99765
402.2330572,263.004,20715.52022,19824.74982,20159.68118
402.3429337,1162.3,48398.76316,69548.71579,50964.94737
508.3543877,926.218,189649.2102,178150.55,93910.33263
403.2320593,1014.77,121604.5137,106003.964,171920.2721
404.2359871,1014.77,47343.63529,40252.89706,27006.26842
404.3648937,884.377,51360.66476,74507.68357,77090.4984
405.3138509,882.736,73640.29333,135698.1665,169506.519
405.2991108,1040.555,53020.31389,70206.93063,25101.59111
405.8030814,882.717,51535.09944,54892.28733,30501.3995
406.1628133,316.411,77546.50578,75086.4165,66643.39882
406.3285554,1127.48,185660.3938,172331.73,153041.6824
406.3051358,882.7085,24086.03095,14690.32348,19659.2886
406.2783993,936.9085,29130.95595,12889.2015,12195.5652
407.1665755,316.3,16817.26494,15437.1272,10485.54535
407.3295276,1301.12,25434.935,51922.25778,43032.42706
407.3318041,1127.27,65275.63,61605.07571,50926.6755
407.2786296,1032.56,33436.21895,24156.142,10947.46947
407.3368071,972.431,29001.555,28792.3175,27881.89188
408.1604631,316.411,27957.74656,23788.92744,27462.29888
408.194441,1017.5,24365.94529,16962.91538,12020.46154
408.3102779,788.5925,28703.454,28189.26333,24540.23887
408.311707,1102.16,51098.31611,75712.04444,63188.64545
408.7875197,1747.77,203431.9091,167078.448,164469.0133
408.9192022,40.688,19261.116,15162.57,11743.48283
409.1842182,1566.3,124652.4463,212605.4147,12747.45
409.1854309,1195.33,319731,373172.4,278508.75
409.1830426,1283.21,91150.6,86615.64154,98951.6032
409.3814093,1342.02,36756.70941,40429.48889,35756.72824
410.1852856,1195.3,138353.055,116042.4744,105067.3684
410.2104113,1077.79,28315.68235,22895.99529,25975.64471
510.3498412,920.484,221948.3018,970759.2859,1453867.926
410.3255093,799.232,52222.38667,48743.72239,42762.71683
411.1815335,1195.36,67660.44778,129678.7342,139695.2632
411.1456548,63.217,17301.40638,6276.371111,12681.09692
411.3207456,954.223,21882.67527,11302.86207,13738.76068
412.1822254,1195.755,27990.59789,20463.15056,19127.10526
412.3037132,706.867,37684.76968,38182.39578,31195.51216
412.3413003,871.9725,30116.37921,19444.611,11684.73
413.2562168,1249.7,596267.0244,587024.83,261097.5972
413.3057388,972.422,23221.515,42879.73753,60425.68412
413.2762212,1249.78,188869.7933,60225.63556,89175.27158
414.1465383,358.819,82441.75537,40259.73188,103535.2086
414.2177918,146.478,25108.54909,20234.11842,6799.090909
414.2974239,706.821,181216.0305,107162.1671,48583.91448
414.3198361,954.223,219776.1218,238420.4303,160554.4718
414.3352698,519.422,25994.28,21809.05628,21896.74472
414.3001816,593.158,37217.82556,25883.835,27544.1875
414.2783938,1249.78,87604.81579,64258.18667,86184.25833
414.4281176,1096.25,170742.4356,136215.6895,136567.0056
415.2120967,757.094,40997.38667,39168.26356,51398.5815
415.2360902,1048.54,62980.99105,54279.46667,52438.10556
415.1533142,358.819,43501.05375,47979.99429,42948.83553
415.2525989,281.695,10086.097,18331.17184,19947.074
415.3021915,688.712,91097.26584,127198.3819,77873.68406
415.2727713,1249.78,20201.1408,43370.14368,40816.82222
415.3252443,954.223,49026.77589,110113.9614,92586.23596
415.3209958,827.811,50665.73325,43848.06617,32502.95432
415.4325142,1096.25,61801.03111,60141.62222,57699.09556
416.2161479,757.094,32575.431,31162.71044,29231.9535
416.1910444,366.552,8783.679059,59938.79895,59535.333
416.3134678,700.408,299159.3033,222980.644,220771.8072
416.364278,1365.83,34656.48,45486.22,37655.22
416.3191968,806.621,43549.70006,48231.50206,35165.80888
417.2388271,934.397,484224.9858,349921.5083,290980.4235
417.3714411,1365.89,36150.52,30489.24,28824.64
417.3715625,1222.22,50620.24333,54569.72222,54654.19947
417.3189882,701.877,36166.76431,40128.58548,14831.05942
417.3359818,890.946,43804.42994,35788.578,34679.04
836.5925259,882.736,173808.5099,142028.1005,135505.3449
419.2553434,877.766,27231.4635,35009.54265,25000.01733
419.3140681,1301.42,201730.2549,196157.9316,393417.9786
419.3040455,1213.89,14832.96667,13754.31579,16881.04167
419.7306921,914.729,30656.52,18493.84694,18492.20706
420.3191546,1302.26,70247.63389,61126.55722,73038.31889
422.3259745,820.504,68638.141,75290.13333,39363.88773
422.302445,1127.48,72745.716,60742.02,57600.26286
422.2748792,936.084,35552.61227,29879.95832,18978.625
423.2517971,1190.1,78935.7555,63360.94105,53083.98947
423.3318109,872.771,49878.00094,36752.35059,29260.44611
423.3283865,820.912,19900.72909,33815.41345,8866.8535
423.4328331,954.216,88468.8245,56873.63215,67749.47333
424.0816923,913.104,26656.56,19492.00643,18656.94153
424.3336271,863.762,146184.7058,148104.3354,184547.3559
424.3526135,1235.64,74179.16,81913.812,41660.27556
424.3658326,972.4265,120377.0988,116792.7921,96668.77832
424.2824051,1102.88,56801.40235,43955.02222,49119.16778
424.4323367,954.216,29058.28907,15582.00758,13281.01071
424.7946323,51.607,9178.459071,7555.556,13302.78871
424.8952643,40.688,17531.895,12458.36583,9761.421429
425.2206771,1015.81,69065.29778,72142.00421,68985.06789
597.3028596,863.3595,117153.227,112447.0796,106391.8186
425.3746506,1190.26,55850.02944,39657.635,27509.30526
426.3505657,910.629,75807.59239,64994.27724,53846.66187
426.3205174,676.986,75351.80722,44513.05217,41773.03806
426.7936958,51.607,27609.16167,25453.8355,23049.32875
427.349299,909.825,40476.67139,158409.4652,99078.80689
427.3140808,1523.03,142868.7312,132576.668,89422.78947
427.3762526,1352,25143.91105,38766.2,47083.99059
427.3047814,1007.26,61320.81789,45970.9425,51007.52511
445.3660724,1201.34,60866.09222,52408.20444,43756.58222
427.3552433,1104.68,28215.51842,17216.03,10464.59556
427.8160073,882.736,100332.5333,145671.8575,71681.91237
428.3592478,958.423,57123.41622,605324.6899,691465.8392
428.3581075,909.825,99846.30347,87802.58094,71971.97665
428.3651907,1201.3,35567.93778,35085.18529,38548.63833
428.3934509,958.432,86988.13711,145686.1367,163147.0371
428.7009471,47.277,122166.875,122396.0165,123726.1829
428.7882924,51.477,12410.442,8256.2115,11219.58263
429.0971205,61.6415,49771.337,41099.99831,38247.26189
429.2371748,1249.78,97200.48444,94170.70667,30472.19467
429.3697174,1387.13,32765.77714,106672.8194,151025.7117
429.3720451,1322.24,180102.9558,68083.38526,81711.86842
429.3699264,958.423,123100.2389,233913.0519,157706.7695
429.3731076,1205.55,110859.0648,89130.657,80591.40381
429.4043061,1126.43,25461.24778,28217.318,27528.5164
429.3901568,959.236,89692.09611,60062.04711,55843.84667
430.2427253,1249.78,138112.3765,55604.65778,102159.1639
430.1696148,378.157,83354.66328,71619.65843,69067.80517
430.3739827,1387.13,106223.8063,131801.9028,79010.31529
430.3444562,676.969,69054.20679,47336.27325,45213.42488
430.3775604,1321.91,78200.32235,65563.85684,67620.59684
430.3799949,958.423,39605.77883,41227.0216,34344
430.294348,599.811,29953.61,14304.39983,8425.059353
430.3952222,1387.13,95829.28833,37622.89583,89134.85714
430.7007745,47.821,218445.6155,252010.2096,276518.5757
431.1654395,1195.3,60115.92,54001.58222,62459.86842
431.2553054,958.4275,58306.64116,41615.86679,41066.63316
431.313125,857.182,29254.99262,40127.85794,169474.7505
431.3835666,1109.275,57314.40167,61897.81389,43709.225
431.3753883,1387.13,140037.6976,122626.5893,143744.9029
431.4008305,1387.545,79617.70625,49669.19643,92670.85333
431.3953895,1233.97,54329.81684,36528.3,28363.14
432.2377482,757.081,26171.45011,29013.33924,16106.77538
432.2781357,281.817,29319.21276,138934.8872,122037.727
432.3184746,857.169,20585.1235,55219.72536,54436.12425
432.3854708,1387.13,59701.50833,62923.52,52367.53923
432.3103888,593.1315,26135.08138,20202.37253,22040.60923
432.309869,689.039,17308.05967,103004.7578,116967.4942
432.3902627,1233.97,13397.86,16575.03158,8800.821538
432.3978211,1387.13,72831.66667,36121.52308,13689.78833
432.6934265,47.277,246274.6176,277174.5996,274528.4363
433.3128314,688.712,115043.631,50828.74,82777.58522
433.3944082,1387.13,11142.39429,9172.212,9526.195
434.2168083,189.682,14342.20753,13359.31875,11937.7342
434.3249048,806.632,23180.51167,19804.51659,14306.70769
434.3157677,688.239,37448.352,24370.82158,11049.01729
434.6888732,46.648,163314.6243,140800.5297,137115.1895
435.2505613,934.397,259856.64,251637.2198,207859.9829
435.1837814,1108.95,93610.69889,79946.73947,84644.76842
436.1888039,1108.895,31306.66611,25931.36,27202.15158
436.255079,934.0005,61413.08059,42913.60565,32089.20432
436.2826519,872.778,101434.4577,106858.498,99829.22357
436.3442456,1249.78,192254.874,162005.943,154340.4778
437.3418849,1249.78,112941.9663,53986.01,43424.16211
438.3777056,1001.45,216300.051,293264.3692,217130.0306
438.2942637,901.606,205673.0878,149333.7616,9125.125353
438.3454544,1249.38,17988.98684,15423.76,21153.41944
438.72841,44.677,50809.36583,40171.17873,40297.65
439.3086101,901.6025,62616.47386,100774.72,89150.1645
439.3570718,1188.51,49087.5,42621.75,28340.06
440.3641086,1710.76,220319.2529,136752.2755,282056.9243
440.3634695,1577.64,219693.312,316816.65,40176.37
440.3412787,872.797,275948.5172,14884.37667,139730.1
440.3573857,1235.62,223081.7461,201233.358,187417.9368
440.358389,1328.83,78669.51,95266.76,102433.65
440.2783123,691.192,28952.59917,60403.37793,56229.18
440.7247657,44.8225,76699.39567,51359.0235,70463.3
440.813455,883.547,84145.67189,90339.34196,92358.30517
441.2397524,939.357,72278.0529,76946.41627,48473.7258
441.325963,882.7,51181.94571,40021.35182,47802.795
441.3560218,1235.64,30714.68522,52923.6072,20055.79316
441.3716862,1153.18,39968.88,52838.8075,31598.6687
441.3235409,969.142,24944.52056,21163.57888,26588.25794
442.3542568,830.24,67689.529,63089.42605,54731.18443
442.2643271,1737.13,22141.48895,18039.15857,19511.45368
442.7227077,44.677,70800.81375,52758.38782,60802.64659
444.1057304,214.477,18299.84454,11130.069,18224.14471
445.3678817,1387.13,59644.11231,70095.27778,70195.57941
445.3677315,1298.19,45894.40435,40672.015,40029.40522
445.4001708,1126.11,43476.91263,42352.19333,46223.06846
446.2592647,285.127,19706.62688,13625.10272,11194.24733
446.3742847,1201.3,95263.49556,57982.6,97111.88667
446.3712546,1387.13,20115.49647,24136.15714,18199.095
446.6703911,48.6225,57750.67254,39624.0195,42663.82591
446.8874375,41.548,30779.38333,27333.45,25119.85813
447.1965563,970.782,17445.5001,14042.10969,24234.02036
447.375519,1116.5,39028.925,67395.25333,70441.93722
447.3340352,1275.77,33236.52,41817.91579,36966.33
447.3098498,735.645,14205.65067,13092.0888,24042.01879
448.3409906,868.688,34449.55417,81441.83556,105956.088
448.3046914,641.051,40545.603,37125.14667,29222.7705
448.3820603,1109.33,27889.68389,25023.86765,13772.62353
448.2900317,1015.58,48528.08625,63321.08211,49043.2228
488.6541308,47.478,237923.8995,233533.3261,209256.1066
449.3282327,1551.21,140723.5633,131959.1575,138098.6017
449.3282616,1659.83,107353.4244,181659.5445,110774.0495
449.3399845,883.53,173792.7261,137866.6624,105166.3926
449.3260462,1341.32,39434.29059,29288.43125,38261.61529
449.2671969,958.432,26256.15284,25380.43667,15982.66732
449.8263309,883.547,57693.97612,123014.8528,120056.7027
450.3171312,697.7665,183039.5627,190020.1729,196413.4335
450.3514684,895.04,47207.41022,14994.85371,109298.5944
450.2961009,786.963,60927.75067,53233.1744,45707.36011
450.7532307,44.3925,60327.14286,40175.316,50904.8
451.3230853,688.712,35371.63181,70424.739,84343.9509
451.3608677,895.056,25588.2025,43392.16556,35837.64613
451.3008511,786.962,14150.58216,13324.69932,9946.821937
451.4610486,1022.335,14189.80733,22949.27467,13512.73
452.2635995,816.401,151616.7872,95658.445,143030.545
452.31487,932.773,72793.54557,45829.64761,90069.64688
452.3362762,1249.78,177230.6053,132807.927,127143.8335
452.3264533,706.821,13118.0205,21531.4614,14108.51533
452.2764441,816.401,168296.2928,21730.5962,61987.786
452.3931928,1071.05,76060.09429,82883.1875,78347.643
452.4810381,1431,14288.89636,13060.65176,13295.633
452.4570746,989.85,121973.2476,22861.22507,105874.47
904.6915548,1217.21,94635.90579,77854.23579,65019.16667
452.6509976,884.377,7636.28,8781.2425,7750.518571
453.2810131,816.401,20023.57889,38568.8284,25983.00569
453.3396316,1249.795,65651.80263,70619.52842,70112.58632
453.4605234,989.827,46484.016,48097.28169,34012.85714
453.784921,1751.565,184916.2595,199582.2569,186441.8675
453.839692,49.128,24098.04923,22798.57838,21490.72235
454.3265715,808.271,80656.004,45562.17695,70891.39833
454.3846805,977.421,168255.564,143805.0223,106776.6397
454.2918204,872.7745,91032.31867,155437.6535,109687.7967
454.3981281,977.3925,94812.3715,86345.01011,71191.92094
455.2940407,872.771,155764.983,56235.758,44260.15417
455.3347245,1097.09,67744.42105,66465.60526,51596.54842
455.3932613,977.335,48430.6075,41781.57671,27585.58906
456.2981742,872.7745,104567.9598,76665.4974,75729.28944
456.329909,698.5945,19703.88711,22714.82383,20187.99969
456.4041169,1026.61,90005.20889,76595.58889,60602.77667
457.4076148,1026.61,24600.85353,18443.81111,7182.701765
458.3494287,955.0675,356185.4213,320036.6099,232834.8619
459.1955,72.926,234486.9683,203111.2216,263054.1597
459.2493899,938.9635,213447.3374,343354.158,213490.8118
459.3501963,955.876,138591.182,134372.0456,116653.2386
460.2016163,72.926,64129.60433,69169.73176,73171.74728
460.2534129,939.365,46283.37574,41760.86585,55478.3809
460.2816532,850.609,55921.40367,31987.21071,95185.41862
460.2670926,757.1345,39123.09917,24851.15595,19995.3
460.2966049,1197.88,29323.67889,19639.82,23744.94222
460.7812004,43.797,25434.29125,24998.24686,21714.1948
460.9676961,48.957,21928.90125,26131.54824,28644.711
461.3610434,1217.21,60980.83333,97418.46316,59826.24211
479.3154441,850.623,56437.03059,181638.9033,105998.5721
462.0982178,148.101,37481.1955,44119.02368,37639.29253
462.2987581,903.246,45620.77856,85589.96,74815.01089
462.8289388,883.556,42863.499,77693.5835,85212.29528
463.1048142,148.101,46980.9785,43216.67011,36051.45379
463.2316033,729.136,29703.71167,29700.56911,27116.69086
463.3254713,883.556,34048.01306,37147.31353,26922.64074
463.3449456,968.322,27772.43047,25050.99333,25682.91961
463.4251701,1319.08,15750.15385,15749.484,18590.94
464.1921211,446.483,189988.3925,80166.55316,303401.1961
464.311854,941.847,87347.30033,153014.9111,116394.0457
464.3838614,1010.77,52346.77778,43346.12867,36432.98529
464.3135229,831.869,38527.12588,32987.7252,27167.38433
465.169895,970.782,72675.85922,61651.45743,61828.7904
465.3170558,929.503,77376.11231,114485.1855,90322.876
465.475958,1054.42,19239.30538,19170.21714,10443.345
466.1109663,1223.06,145328.6526,132146.1839,100495.9337
466.3271982,988.21,20317.81105,239055.7195,288092.8054
466.3303499,922.938,78838.6305,113227.5266,75884.14438
466.3413482,835.9615,12617.17467,25446.7668,32466.99503
466.3153082,599.833,59682.781,24948.07324,32934.31094
466.3155746,520.07,25488.75717,26408.9465,24536.75522
466.291333,729.91,42313.36692,37226.63488,16107.25567
466.8359475,786.963,22363.614,33872.01826,14043.0045
466.99233,885.19,25269.8655,28152.14214,16240.2265
467.1155658,1223.06,44801.64063,47144.87889,37594.44
467.3468534,688.239,88006.00658,70913.0825,50685.18862
467.3288804,885.216,20723.92111,18007.45613,19210.14567
467.3296076,988.21,203792.836,82734.0865,109002.1625
467.4092721,1619.93,57820,54163.04,50721.70565
468.1085299,238.3905,27062.13194,51586.06765,60813.116
468.1073087,1223.06,78453.74833,64890.84,85474.27778
468.3039062,786.962,109072.3169,119253.9365,150794.6837
468.3442881,981.534,72115.488,125672.0731,85331.0245
468.30739,916.385,100107.8372,90305.04141,68073.42767
468.3446926,852.248,70431.01911,64204.29167,48354.20317
468.4195234,1470.05,93877.81667,59942.85133,95497.42111
468.3950901,973.251,117620.0321,118271.0016,86534.12384
469.1097731,1223.06,21855.96,27002.40944,22968.35667
469.3109157,786.962,90472.895,153742.5165,99188.70774
469.3674931,1138.28,43797.04778,50885.51333,38281.12941
469.4225075,1470.06,38353.97647,27446.43263,36142.62389
469.3938191,1127.27,167804.1514,190774.03,170176.8838
469.3927198,973.251,40184.98047,18391.25335,31717.7792
470.1078399,238.8005,23189.92762,20194.47467,21387.301
470.3102078,786.963,50616.1825,290942.6274,63968.86528
470.391289,1126.95,59654.136,52681.27286,36610.44857
470.4361241,1493.27,12778.88687,14830.4775,13571.3708
471.1038679,1266.59,241884.63,242728.7019,206767.6086
471.1057797,1196.12,122822.5467,104493.8152,93144.555
471.3430466,1595.35,139099.9394,181324.541,24781.68
471.3365599,883.547,136054.3507,148792.2475,131557.7487
935.6401179,786.156,70474.5285,89649.60308,30859.73836
471.3404482,1340.68,42091.78947,41301.77176,40943.2275
471.7371402,360.742,104321.8179,102087.3317,118279.575
472.1086873,1266.58,48510.88143,48352.66667,39485.4475
472.2391831,360.742,68490.7955,69986.51256,47027.348
472.301145,688.712,69179.90953,43705.6613,108002.7959
472.2769992,238.989,32430.88728,30701.32,27844.444
472.3260676,955.894,65247.52993,53763.39409,36809.7637
472.7404258,360.745,17819.536,17604.24983,16745.65376
473.1031993,1266.59,154017.61,144084.7582,132744.6129
473.101855,1196.15,70571.12516,44943.36,48976.64474
473.3051685,688.239,59328.98747,44000.60726,28039.81444
474.3568847,888.47,27383.18533,19941.6525,19180.62
474.4644309,1213.89,84444.2,72937.78947,58545.86111
474.8629368,1214.72,20011.3,22558.4625,13882.70625
475.3765635,1188.57,26334.22889,46103.51368,11481.13778
475.4696633,1213.89,18356.57333,23470.54769,20700.69
476.2636544,757.068,43286.75253,37010.784,30100.00176
476.3046487,300.696,141607.6853,123395.0793,40881.876
476.3736341,927.038,43603.4016,46879.21296,15989.7138
476.2799743,815.591,120909.3664,94242.4435,90708.70757
476.7932136,850.609,26090.85067,20954.24333,25069.82531
477.281621,805.005,50690.21681,60578.71977,58425.27971
477.3101134,300.696,37609.21178,37044.94235,34552.45889
478.3301114,1197.88,126802.1189,42553.66,128559.8033
478.3149603,850.609,321473.9667,272382.7909,163633.3511
478.8354058,904.059,13902.872,12836.28,17825.24714
479.333931,1197.88,61347.40222,53875.56,47400.22611
479.491331,1084.54,109271.5565,101709.6789,94882.56667
480.3108507,903.2425,3156032.18,3013767.32,2800882.665
480.4961811,1084.54,47809.66944,38287.39733,33443.00412
480.5130174,1464.02,30875.59429,27531.67722,25551.472
480.8437711,897.506,39424.18756,21939.3495,35234.99513
480.8101506,831.869,34518.01667,29278.60833,26495.55053
481.3121473,901.599,423744.2873,191216.8229,315631.8743
481.6686506,885.1985,19595.14071,14708.49875,19138.63054
482.3158009,831.86,451315.2663,60974.53418,146567.5246
482.3301812,897.525,1369773.612,530626.5867,593921.8387
482.3215867,959.252,91966.14389,153913.151,1622697.534
482.4054557,1019.945,204468.12,170320.8897,166274.4619
482.3993915,1470.05,124256.0733,141130.2317,218412.1944
482.3928705,897.5155,205757.7138,31543.11079,180541.2182
483.3259585,831.86,496593.4917,92777.047,149265.1717
483.3261845,959.252,48183.55721,330970.3682,123986.1763
483.3518597,897.506,190761.7576,506119.3504,86949.67879
483.3718652,1214.72,123261.2506,123222.1956,106466.9837
483.4026537,1470.05,61146.29667,58501.52389,67437.66316
483.8774435,1214.72,87465.51158,43390.96105,90074.16
484.3422557,897.5,123579.7391,247105.8825,176174.0833
484.3793384,1599.7,228279.6657,291085.97,302679.2718
484.3802441,1728.55,670262.1458,383494.1297,672561.1436
484.3818623,1340.36,85718.78118,92219.62222,90423.34737
484.286136,1411.07,68049.00231,46583.5328,53022.06
484.3838651,1215.135,179243.9605,194217.282,320522.7738
484.436302,1087.88,61239.53778,58249.8,45295.39667
484.3923976,1689.95,340864.1622,276659.7383,360012.1407
484.3920432,1596.33,273245.4918,343979.5,415278.9208
484.391266,1510.14,100797.516,296423.2376,361248.0338
484.3934876,896.686,211144.1599,202379.6799,165677.7453
484.7513164,51.607,25512.42417,25122.02,26163.775
968.6745716,884.36,87508.11368,90428.38219,83763.99995
537.3743063,884.36,373321.2884,415974.3466,316083.0658
485.2872968,1045.21,204696.6526,127103.89,75644.11611
485.3446982,959.261,31552.82789,38487.01383,32135.25118
485.4381156,1087.88,12376.62857,13433.28,5985.7
486.2898696,1045.21,100391.025,90595.10333,94464.155
486.6579559,48.117,79200.00375,76896.09992,76084.88096
506.2570436,786.963,92548.69137,107418.1796,75669.05088
487.2946933,1045.21,23954.496,19866.65,14350.805
487.4484832,1014.74,93477.88211,82972.21714,63160.94524
488.274482,688.4755,13096.77253,51831.88663,44587.20437
488.3598983,898.326,31262.66158,19387.58639,23499.60778
488.3107025,988.2155,31641.42853,30476.6345,45837.995
488.3949288,1330.69,38456.04118,43492.58333,38369.44118
488.4836871,1245.19,35782.13,31356.46889,26852.97263
489.1647847,203.8245,16592.87173,27376.40615,26975.25565
490.206872,516.588,49069.79859,51839.749,48281.5655
490.2888547,786.963,67572.58317,104796.2305,240011.0905
490.2859388,304.785,15883.4,15911.02194,15103.37667
491.2107661,1249.78,23111.55882,42358.22,38726.83625
491.2911405,786.963,86615.26353,93422.464,58555.07889
491.3712062,1136.59,114584.9589,103919.8506,92830.06765
491.4561374,1374.04,14656.68,12161.42,14661.6
491.8759879,1136.865,34505.75,33717.9612,31936.70857
492.2463967,871.968,11693.184,15131.727,13717.76667
492.3062457,787.782,268568.1125,77690.53062,92883.63431
492.3445242,1010.25,27935.20333,27601.35333,14256.62005
492.3449442,919.665,20477.71946,19300.34,30556.74782
492.4811709,1341.32,18542.75556,24017.14667,16727.66333
492.4773892,1226.47,36007.33882,29791.55143,28905.70588
492.649913,47.6495,163862.8661,150980.3627,155493.5157
492.7605836,819.6805,91873.49895,48262.53328,48320.28156
492.7802233,819.681,32567.36033,32868.46858,68750.23239
492.8479053,47.821,50893.91181,53443.89245,54832.05
493.2103833,1249.78,16523.66538,24404.69158,20318.71111
493.3543058,1707.58,540317.0433,140390.6471,242979.7236
493.3546033,1584.07,235534.2907,207538.6522,210252.5788
493.3507254,883.556,90035.77579,54406.95521,109422.712
493.3526572,1340.5,41424.24,42974.81118,41448.2425
493.2920631,969.151,28879.06758,24081.27735,13910.66633
493.4706314,1110.63,31644.14556,27371.53611,20210.96
493.4240998,1624.11,96697.614,84196.54417,82402.43739
493.8561639,883.556,45711.00189,94895.3525,101671.0502
493.769617,820.501,26893.189,21374.66705,28950.1059
494.3196042,820.5,1116489.677,1574978.79,659444.1104
494.3587245,941.853,24395.03024,280571.0981,339350.2623
494.3603838,1072.74,122663.4694,101655.7167,87736.64556
494.5654383,1253.96,39006.4025,45850.18765,49653.30762
494.7576918,876.936,79186.79829,112394.4501,129314.5596
494.6458836,48.059,29665.041,42720.53819,35896.17232
494.7625129,786.963,44026.8255,36715.02545,33836.13333
494.7973333,876.901,75627.8853,65823.2593,69617.2824
494.845649,48.957,83740.28258,70544.02877,92885.79829
494.7716083,786.5525,32910.38385,15094.892,20328.91117
495.3639318,937.734,123206.5524,133733.6142,97081.05724
495.3631224,1073.195,34812.10444,36130.94632,18008.62889
495.3217381,819.681,283230.7838,56240.53158,235788.6441
495.4403764,1624.06,90357.82424,117079.578,95937.50833
495.568675,1253.1,20241.80077,12300.11692,25395.44706
495.7833913,876.901,99104.9958,66244.888,26610.8076
496.2436275,876.936,67044.5911,19893.61267,62914.086
496.339507,970.705,468061.2301,349542.4808,420960.8737
496.3342933,858.822,200335.2035,63084.40205,331746.7888
496.4204577,1070.16,65570.04167,70845.98316,74148.53222
496.4414468,1660.97,33849.33176,38462.76,38598.69833
496.73391,876.901,32384.45443,11610.12952,16473.67774
496.6872131,44.968,35690.36883,24214.75425,24896.74909
496.876707,1212.23,31770.05333,29535.048,19732.955
496.8411817,48.297,56736.64021,63373.05776,36081.87317
496.9183235,876.936,17161.8692,15814.84607,14425.00364
497.3468794,970.705,137994.4703,126778.4734,115611.3724
497.3843287,1429.33,32714.50667,28001.13778,35487.68437
497.3318647,876.901,982335.3413,793237.4243,297713.9758
497.7546789,876.936,18614.64506,8478.092,14665.05692
498.3397804,876.901,42562.20611,55103.43289,88203.16221
498.6831529,44.8225,65345.45333,46916.89527,59653
499.2612098,1197.88,20074.31778,17378.88,12533.78923
499.343499,876.901,37128.89128,112001.6833,221418.1764
500.2854135,850.6085,97512.40517,94953.06247,77218.74667
500.4819469,1230.66,65406.65625,121379.0344,50902.72765
500.6803082,44.968,55010.411,61252.638,52082.05
501.2776223,813.965,69413.40533,71153.77594,66148.64728
501.3335588,1155.05,137613.3385,114610.2985,100397.7587
501.4860036,1230.65,59542.66875,35714.78471,38187.97667
501.7712962,874.427,14960.5365,12286.92829,14245.86278
502.261475,859.628,66923.45577,90685.09036,65388.1065
502.3691699,955.876,210405.8227,254913.355,252853.0178
502.3140306,1045.21,186752.6611,115741.9567,139566.685
502.3736243,1499.99,185388.39,104327.3175,134943.5538
502.3169763,855.125,280973.819,274096.7539,97657.70795
502.4958423,1275.77,152210.9095,111676.1895,144954.0675
503.2974161,854.699,75162.73826,89988.759,54289.99463
503.3770131,955.903,126837.2725,127440.5962,106438.1313
503.5014352,1275.77,95086.71579,85369.6515,83441.475
503.4090287,1133.22,42733.095,57039.39591,31300.03818
504.2070846,378.991,22262.946,16165.56533,24345.39546
504.3105992,887.676,177698.6738,705341.1519,316900.0308
504.3234177,1105.53,63928.29048,53176.476,25252.02526
505.3210526,887.676,111628.0263,171053.8227,136368.6648
505.3822553,1212.23,226257.3504,241540.0167,235635.5695
505.4021604,1212.23,86991.61263,96301.42667,32074.63368
505.9010995,1212.23,102817.08,159893.1284,120149.5695
506.3589608,945.173,162531.8148,232335.8718,156069.8555
506.3589352,885.19,89574.9478,83886.75125,68430.7486
522.3566213,1197.88,76536.86111,66244.08,61915.48333
506.3211897,813.131,73829.374,76183.58779,45897.41261
506.3945567,1212.23,57176.28889,55057.33895,44889.22056
506.8496707,884.36,29390.49474,61727.39779,60787.13911
506.7149104,44.8225,38342.40369,23829.61,27444.8
507.362616,945.173,87785.89579,113200.9603,98657.9815
507.3625086,884.36,52867.21341,59046.46706,47603.40606
507.272695,1045.21,63092.49947,66199.95529,49695.57647
507.2686371,786.963,26191.15511,26100.94412,15312.43206
507.488696,1043.46,41290.33667,37872.34286,29391.54706
508.3361482,864.582,428386.7392,654482.4998,293742.1678
508.3494695,990.634,136740.1237,237435.263,137551.9387
508.4590437,1238.95,47897.726,57015.296,44159.005
508.5427334,1494.97,172648.74,73834.81071,53453.23077
508.4004608,926.218,68712.7725,122320.8315,278537.6856
508.3985758,990.68,211190.0438,186574.557,400145.0276
508.7499825,920.481,49050.71656,52105.00961,57499.05819
508.7119785,44.677,66593.25,48766.93333,58033.7911
508.7811746,831.8645,12543.1425,8411,7578.916875
508.8156822,897.506,18292.12929,14383.34363,13496.02429
509.3713879,990.67,191465.7634,87612.12143,321772.3799
509.3686779,926.218,145645.314,15407.50447,328203.9578
509.3399354,847.373,61319.49229,53143.87429,46299.55829
509.4563345,1646.455,47436.78882,40338.95,61210.8775
509.5468022,1494.97,34411.79333,76686.11294,71835.28
509.4010972,926.218,183176.625,373397.9748,89398.1
510.3730391,984.864,64081.42883,140920.3537,413968.5266
510.3358859,809.061,53499.47639,50377.42072,39335.70978
510.3165699,715.896,20925.786,12880.39739,15010.72269
510.4521235,1097.09,86010.08824,108486.3956,82581.758
510.4123381,984.864,96226.01922,115760.3753,122872.5403
510.3960608,926.214,137146.575,127325.6588,78007.19368
510.5485178,1494.97,17341.53467,16471.10455,10110.04667
510.7084448,44.677,57619.64408,33410.625,41423.24431
511.3821141,984.111,249354.6337,213683.2858,221871.3496
511.3713872,688.239,52606.11622,34705.83529,33666.44207
511.3570946,920.484,87190.08488,218690.703,299110.5394
511.4713734,1459.7,58826.74909,58408.27586,56812.60476
